CustomerKey,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full_Name
13968,4/25/1965,S,F,60000,3,Bachelors,Professional,N,MRS. LYDIA SAI
13967,1/23/1965,S,M,60000,3,Bachelors,Professional,Y,MR. GLENN ZHANG
13966,4/4/1966,M,M,90000,0,Bachelors,Professional,Y,MR. DARREN DOMINGUEZ
13965,2/26/1966,M,M,90000,0,Bachelors,Professional,Y,MR. BARRY SARA
13964,2/18/1966,S,F,90000,0,Bachelors,Professional,N,MS. JASMINE LEWIS
13963,11/28/1966,M,F,80000,5,Graduate Degree,Management,Y,MRS. VERONICA PATEL
13962,5/9/1966,M,F,80000,5,Graduate Degree,Management,Y,MRS. DAWN LI
13961,5/8/1966,M,F,80000,5,Graduate Degree,Management,Y,MRS. SHAWNA RAJI
13960,7/5/1967,S,F,70000,5,Bachelors,Professional,Y,MRS. LACEY KUMAR
13959,5/23/1969,M,F,120000,1,Graduate Degree,Management,Y,MRS. EBONY CARLSON
13958,10/15/1967,M,F,70000,5,Bachelors,Professional,Y,MRS. DIANE MARTIN
13957,11/28/1967,S,F,60000,2,Bachelors,Professional,Y,MRS. MEREDITH MUNOZ
13956,10/12/1968,S,F,70000,5,Bachelors,Professional,Y,MRS. DAWN MA
13955,2/8/1970,M,M,90000,2,Bachelors,Professional,Y,MR. ANDRES RAJI
13954,3/23/1968,M,M,60000,2,Bachelors,Professional,Y,MR. EDDIE RAMOS
13953,3/21/1969,M,F,100000,1,Graduate Degree,Management,Y,MRS. THERESA MUNOZ
13952,7/9/1969,M,M,90000,1,Graduate Degree,Management,Y,MR. FRANKLIN YE
13951,10/6/1929,S,M,60000,1,Graduate Degree,Management,Y,MR. DYLAN HUGHES
13950,3/19/1958,M,F,70000,5,Graduate Degree,Professional,Y,MRS. MEREDITH HERNANDEZ
13949,9/13/1959,M,M,80000,2,Graduate Degree,Professional,Y,MR. DWAYNE RAMOS
13948,3/1/1959,S,F,80000,2,Graduate Degree,Professional,Y,MRS. SUSAN MA
13947,11/15/1959,M,F,70000,1,Graduate Degree,Professional,Y,MRS. MEGAN HUGHES
13946,7/26/1959,M,M,60000,4,Bachelors,Professional,Y,MR. JASON POWELL
13945,8/14/1960,M,F,60000,1,Partial College,Skilled Manual,Y,MRS. YOLANDA LUO
13944,8/1/1960,M,M,60000,1,Partial College,Skilled Manual,Y,MR. ANDREW MOORE
13943,10/3/1960,M,F,60000,1,Partial College,Skilled Manual,Y,MRS. KELLY BRYANT
13942,4/8/1960,M,M,60000,1,Partial College,Skilled Manual,Y,MR. SETH LONG
13941,11/28/1960,M,F,60000,1,Partial College,Skilled Manual,Y,MRS. BRITTANY HAYES
13940,8/17/1967,S,F,60000,0,Graduate Degree,Professional,N,MS. EMMA SIMMONS
13939,3/20/1967,S,M,60000,0,Graduate Degree,Professional,N,MR. EDUARDO RAMIREZ
13938,8/7/1967,M,M,60000,0,Graduate Degree,Professional,N,MR. ALEJANDRO CAI
13937,9/24/1967,S,F,70000,0,Partial College,Skilled Manual,Y,MS. VICTORIA WARE
13936,7/12/1967,M,M,70000,0,Partial College,Skilled Manual,N,MR. NATHAN WILSON
13935,12/24/1960,M,F,40000,4,High School,Skilled Manual,Y,MRS. KIMBERLY SANCHEZ
13934,4/19/1960,M,M,40000,4,High School,Skilled Manual,Y,MR. LUIS YOUNG
13933,6/12/1961,M,F,60000,1,Partial College,Skilled Manual,Y,MRS. ISABELLA RICHARDSON
13932,12/13/1961,M,M,40000,4,High School,Skilled Manual,Y,MR. TIMOTHY SANCHEZ
13931,7/5/1962,M,M,70000,1,Partial College,Skilled Manual,Y,MR. LUKE HERNANDEZ
13930,2/18/1962,M,F,70000,1,Partial College,Skilled Manual,Y,MRS. SAMANTHA COLEMAN
13929,3/6/1962,S,M,40000,3,High School,Skilled Manual,Y,MR. ROBERT HAYES
13928,7/22/1963,M,M,60000,3,Graduate Degree,Professional,Y,MR. NATHANIEL MORRIS
13927,12/8/1963,S,M,60000,0,Bachelors,Professional,N,MR. GABRIEL GONZALES
13926,7/24/1963,S,M,60000,0,Bachelors,Professional,N,MR. DALTON HILL
13925,10/12/1963,S,M,60000,0,Bachelors,Professional,Y,MR. WYATT BARNES
13924,3/13/1968,S,F,60000,0,Bachelors,Professional,Y,MS. HANNAH HALL
13923,3/25/1968,S,M,60000,0,Bachelors,Professional,N,MR. STEVEN HOWARD
13922,5/7/1963,M,M,60000,4,Bachelors,Professional,Y,MR. JACKSON FOSTER
13921,5/11/1963,M,M,60000,4,Bachelors,Professional,Y,MR. JOSEPH JONES
13920,3/21/1964,S,F,50000,4,Bachelors,Skilled Manual,Y,MRS. AMANDA ROGERS
13919,4/23/1924,M,F,70000,1,Bachelors,Skilled Manual,Y,MRS. GRACE SMITH
13918,7/5/1964,S,M,50000,4,Bachelors,Skilled Manual,Y,MR. ARMANDO BLANCO
13917,2/17/1964,S,M,50000,4,Bachelors,Skilled Manual,N,MR. SAMUEL ALLEN
13916,11/28/1964,S,M,50000,4,Bachelors,Skilled Manual,N,MR. EDUARDO WARD
13915,10/21/1964,S,F,50000,4,Bachelors,Skilled Manual,Y,MRS. ALLISON KING
13914,10/23/1964,M,F,40000,0,Bachelors,Professional,N,MS. ABIGAIL BELL
13913,9/18/1965,S,F,80000,4,Bachelors,Skilled Manual,Y,MRS. ANGELA ROGERS
13912,3/20/1965,S,F,80000,3,Bachelors,Skilled Manual,Y,MRS. CAROLINE SIMMONS
13911,5/26/1965,S,F,80000,3,Bachelors,Skilled Manual,Y,MRS. ANDREA KELLY
13910,3/9/1965,S,F,80000,3,Bachelors,Skilled Manual,Y,MRS. ISABELLE BUTLER
13909,1/21/1965,S,F,80000,3,Bachelors,Skilled Manual,Y,MRS. RILEY PRICE
13908,7/20/1965,S,F,80000,3,Bachelors,Skilled Manual,N,MRS. ALYSSA DIAZ
13907,2/22/1965,S,F,80000,3,Bachelors,Skilled Manual,Y,MRS. MISTY XIE
13906,6/25/1965,S,F,40000,0,Bachelors,Professional,N,MS. COURTNEY EVANS
13905,3/7/1969,M,M,80000,3,Graduate Degree,Professional,Y,MR. CHRISTIAN HENDERSON
13904,3/9/1969,M,F,80000,2,Graduate Degree,Professional,Y,MRS. NATALIE THOMPSON
13903,11/27/1969,S,M,80000,2,Graduate Degree,Professional,Y,MR. ELIJAH HERNANDEZ
13902,3/18/1969,M,M,70000,5,Graduate Degree,Professional,Y,MR. JEREMIAH SIMMONS
13901,10/21/1969,M,M,70000,5,Graduate Degree,Professional,N,MR. OSCAR FOSTER
13900,4/13/1969,M,M,70000,5,Graduate Degree,Professional,N,MR. ISAAC CAMPBELL
13899,8/17/1969,M,M,70000,5,Graduate Degree,Professional,Y,MR. CAMERON JONES
13898,10/11/1969,S,M,70000,5,Graduate Degree,Professional,Y,MR. RICHARD BAKER
13897,11/24/1969,M,M,70000,5,Graduate Degree,Professional,Y,MR. CAROL WASHINGTON
13896,10/10/1969,S,F,70000,5,Graduate Degree,Professional,Y,MRS. HAILEY MITCHELL
13895,12/25/1969,S,F,70000,5,Graduate Degree,Professional,Y,MRS. ISABELLA BROOKS
13894,2/25/1969,M,F,70000,5,Graduate Degree,Professional,Y,MRS. ROBYN RUIZ
13893,8/14/1966,M,M,70000,4,Graduate Degree,Professional,Y,MR. DALTON CARTER
13892,11/25/1966,S,M,60000,0,Graduate Degree,Professional,Y,MR. SPENCER DIAZ
13891,12/7/1966,M,M,60000,0,Graduate Degree,Professional,Y,MR. AARON SIMMONS
13890,9/16/1966,S,F,60000,0,Graduate Degree,Professional,Y,MS. JENNIFER CARTER
13889,8/10/1966,S,M,60000,0,Graduate Degree,Professional,Y,MR. ROBERT MARTIN
13888,11/6/1967,S,M,70000,2,Bachelors,Skilled Manual,Y,MR. IAN BROWN
13887,10/12/1970,M,M,80000,2,Graduate Degree,Professional,Y,MR. NATHAN SCOTT
13885,5/8/1970,S,M,70000,3,Graduate Degree,Professional,Y,MR. BRIAN HOWARD
13884,6/1/1967,S,F,40000,0,Bachelors,Professional,N,MS. JADA ROGERS
13883,4/17/1967,S,M,40000,0,Bachelors,Professional,Y,MR. BRANDON LAL
13881,5/7/1968,S,F,60000,2,Bachelors,Skilled Manual,Y,MRS. JASMINE WOOD
13880,3/15/1968,S,M,60000,2,Bachelors,Skilled Manual,Y,MR. MARSHALL KUMAR
13879,9/8/1968,S,M,60000,2,Bachelors,Skilled Manual,N,MR. DERRICK HERNANDEZ
13878,7/4/1968,M,M,60000,2,Bachelors,Skilled Manual,Y,MR. SEBASTIAN GRAY
13877,8/19/1968,M,M,60000,2,Bachelors,Skilled Manual,Y,MR. ADAM LAL
13876,8/11/1969,M,M,60000,1,Graduate Degree,Professional,Y,MR. SEBASTIAN MURPHY
13875,11/20/1969,M,F,60000,1,Graduate Degree,Professional,Y,MRS. SAMANTHA WILLIAMS
13874,11/26/1969,M,F,60000,1,Graduate Degree,Professional,Y,MRS. ALYSSA BRYANT
13873,8/11/1971,M,M,70000,3,Graduate Degree,Professional,Y,MR. RUSSELL JAI
13872,6/25/1969,M,F,60000,1,Graduate Degree,Professional,Y,MRS. ALYSSA HENDERSON
13871,10/2/1969,S,F,50000,2,Bachelors,Skilled Manual,Y,MRS. SARAH GONZALES
13870,7/21/1969,M,M,50000,2,Bachelors,Skilled Manual,Y,MR. JONATHAN CLARK
13869,2/9/1969,M,F,50000,1,Bachelors,Skilled Manual,Y,MRS. ANNA MORGAN
13868,7/13/1970,S,F,60000,1,Graduate Degree,Professional,Y,MRS. SHELBY MORRIS
13867,9/26/1970,M,M,50000,1,Bachelors,Skilled Manual,Y,MR. LUKE GRIFFIN
13866,8/16/1972,M,F,70000,2,Graduate Degree,Professional,Y,MRS. MYA BUTLER
13865,6/23/1972,M,F,70000,2,Graduate Degree,Professional,Y,MRS. MARIAH FOSTER
13864,10/22/1972,M,F,60000,1,Graduate Degree,Skilled Manual,Y,MRS. ROBIN TORRES
13863,1/19/1972,M,M,60000,1,Graduate Degree,Skilled Manual,Y,MR. KEVIN LONG
13862,12/4/1972,M,M,60000,1,Graduate Degree,Skilled Manual,Y,MR. ANDREW WALKER
13861,9/11/1972,M,F,60000,1,Graduate Degree,Skilled Manual,Y,MRS. HAILEY ROGERS
13860,11/9/1972,M,F,40000,1,Graduate Degree,Skilled Manual,Y,MRS. OLIVIA WATSON
13859,3/3/1971,M,F,60000,1,Graduate Degree,Skilled Manual,Y,MRS. KRISTIN DENG
13858,3/18/1971,M,F,60000,1,Graduate Degree,Skilled Manual,Y,MRS. MELANIE RICHARDSON
13857,6/5/1971,M,F,60000,1,Graduate Degree,Skilled Manual,Y,MRS. VICTORIA THOMPSON
13856,3/24/1971,S,M,40000,4,High School,Skilled Manual,Y,MR. IAN SCOTT
13855,8/6/1973,S,F,50000,1,Graduate Degree,Skilled Manual,Y,MRS. SARAH WASHINGTON
13854,11/9/1973,M,M,50000,1,Graduate Degree,Skilled Manual,Y,MR. KYLE PARKER
13853,10/18/1973,S,M,50000,0,Graduate Degree,Skilled Manual,N,MR. CONNOR ZHANG
13852,2/1/1973,S,M,50000,0,Graduate Degree,Skilled Manual,Y,MR. IAN ROBINSON
13851,7/8/1972,S,M,40000,0,Graduate Degree,Skilled Manual,N,MR. SETH MOORE
13850,8/16/1972,S,M,40000,0,Graduate Degree,Skilled Manual,N,MR. ANTHONY THOMPSON
13849,3/3/1972,S,M,40000,4,Partial College,Clerical,Y,MR. PRESTON RODRIGUEZ
13847,7/25/1975,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. KURT TANG
13846,6/11/1975,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. LISA ZHENG
13845,10/26/1975,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. SHAWN NARA
13844,8/10/1975,S,M,30000,0,Partial College,Clerical,N,MR. PHILLIP MEHTA
13843,6/22/1975,S,M,30000,0,Partial College,Clerical,N,MR. WARREN XIE
13842,7/16/1974,S,M,20000,0,Partial High School,Manual,N,MR. KENNETH XIE
13841,1/4/1974,S,M,20000,0,Partial High School,Manual,N,MR. CLAYTON KUMAR
13840,4/3/1974,M,M,10000,0,Partial High School,Manual,Y,MR. TOMMY PAL
13839,3/8/1974,S,M,10000,0,Partial High School,Manual,N,MR. MANUEL MADAN
13838,6/27/1976,S,F,30000,0,Partial College,Clerical,N,MS. JILL RUBIO
13837,8/13/1976,S,F,30000,0,Partial College,Clerical,Y,MS. ALYSSA LEE
13836,4/7/1976,S,M,30000,0,Partial College,Clerical,N,MR. DOMINIC SARA
13835,3/4/1976,S,F,20000,0,High School,Manual,N,MS. HAILEY BROOKS
13834,6/27/1976,S,F,20000,0,High School,Manual,N,MS. NAOMI SUAREZ
13833,4/7/1976,S,M,20000,0,High School,Manual,N,MR. NOAH LEWIS
13832,4/27/1976,S,F,20000,0,High School,Manual,N,MS. PRISCILLA RAJI
13831,11/20/1975,S,M,20000,0,High School,Manual,Y,MR. EDDIE ALVAREZ
13830,8/3/1977,S,F,30000,0,Partial College,Clerical,N,MS. ANDREA COX
13829,3/11/1977,S,M,30000,0,Partial College,Clerical,N,MR. RANDALL CARLSON
13828,7/5/1977,S,F,30000,0,Partial College,Clerical,Y,MS. JESSIE TRAVERS
13827,10/1/1977,M,M,30000,0,Partial College,Clerical,N,MR. NATHAN HARRIS
13826,11/25/1977,S,F,30000,0,Partial College,Clerical,N,MS. CANDICE HE
13825,11/13/1977,S,M,30000,5,Partial College,Clerical,Y,MR. KELVIN MA
13824,8/6/1978,S,F,30000,4,Partial College,Clerical,Y,MRS. DESTINY WOOD
13823,5/6/1962,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. MARGARET ZHENG
13822,6/8/1962,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. JAY MOYER
13821,5/15/1963,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. ALLEN LOPEZ
13820,10/8/1963,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. DANNY ALVAREZ
13819,4/1/1978,S,M,20000,0,High School,Manual,N,MR. MAX GILL
13818,8/20/1978,S,F,20000,0,High School,Manual,Y,MS. DAWN CHANDER
13817,10/6/1978,S,F,20000,5,High School,Manual,Y,MRS. JENNY HUANG
13816,9/16/1979,S,F,30000,3,Partial College,Clerical,Y,MRS. MARISSA HENDERSON
13815,11/2/1979,S,F,30000,3,Partial College,Clerical,Y,MRS. LACEY LIN
13814,3/8/1979,S,F,30000,3,Partial College,Clerical,Y,MRS. SARAH WALKER
13813,11/23/1963,M,F,30000,3,Partial College,Clerical,N,MRS. KRISTEN SUN
13812,5/26/1963,S,F,30000,2,Partial College,Clerical,Y,MRS. JOANNA MUNOZ
13811,4/18/1963,S,F,30000,2,Partial College,Clerical,Y,MRS. SANDRA CHEN
13810,4/8/1964,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. VANESSA BARNES
13809,1/5/1964,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. LISA ZHOU
13808,11/3/1964,S,M,30000,2,Partial College,Clerical,Y,MR. RICHARD PEREZ
13807,10/12/1964,S,M,30000,2,Partial College,Clerical,Y,MR. FREDERICK RANA
13806,6/5/1964,M,M,30000,2,Partial College,Clerical,N,MR. BRYANT MEHTA
13805,6/4/1965,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. GABRIEL HERNANDEZ
13804,1/13/1965,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. DAWN LUO
13803,8/3/1934,M,F,40000,1,Graduate Degree,Skilled Manual,Y,MRS. KRYSTAL ZHENG
13802,4/27/1934,M,F,20000,2,Partial College,Clerical,Y,MRS. TINA SUBRAM
13801,11/10/1963,S,F,30000,2,Partial College,Clerical,Y,MRS. COLLEEN ANDERSEN
13800,8/2/1963,M,M,30000,2,Partial College,Manual,N,MR. LOGAN LI
13799,8/20/1966,S,M,30000,2,Partial College,Manual,Y,MR. BRYAN BAILEY
13798,3/19/1963,S,F,20000,3,High School,Manual,Y,MRS. TAMMY RANDALL
13797,6/7/1963,M,M,20000,3,High School,Manual,N,MR. FRANKLIN GAO
13796,9/4/1963,M,F,10000,3,Partial High School,Manual,N,MRS. MARTHA ZHENG
13795,2/2/1964,S,M,20000,3,High School,Manual,Y,MR. CARL RAJE
13794,8/26/1964,S,F,20000,2,High School,Manual,Y,MRS. MALLORY MARTIN
13793,10/19/1965,M,M,30000,1,Bachelors,Skilled Manual,Y,MR. JASON GONZALES
13792,4/14/1965,S,M,20000,2,High School,Manual,Y,MR. CHARLES TAYLOR
13791,10/26/1965,S,F,20000,2,High School,Manual,Y,MRS. AUDREY MARTIN
13790,6/19/1965,S,NA,20000,2,High School,Manual,Y, NINA DENG
13789,5/20/1965,S,F,10000,4,Partial High School,Manual,Y,MRS. JULIE SHAN
13788,5/15/1966,M,F,30000,1,Bachelors,Clerical,Y,MRS. KARI FERNANDEZ
13787,7/14/1966,M,M,30000,1,Bachelors,Clerical,Y,MR. GLENN CAI
13786,10/5/1966,S,M,30000,1,Bachelors,Clerical,N,MR. JON CHAVEZ
13785,2/25/1966,S,M,30000,1,Bachelors,Clerical,N,MR. CLAYTON SHE
13784,1/2/1966,S,M,20000,2,High School,Manual,Y,MR. SPENCER GRIFFIN
13783,6/2/1967,M,M,40000,0,Bachelors,Clerical,Y,MR. LOGAN WRIGHT
13782,7/21/1967,M,F,40000,0,Bachelors,Clerical,Y,MS. KELLI LU
13781,3/25/1967,M,F,40000,0,Bachelors,Clerical,Y,MS. DOMINIQUE PATEL
13780,7/20/1966,M,F,20000,1,High School,Manual,Y,MRS. MONICA PEREZ
13779,11/10/1966,S,M,10000,4,Partial High School,Manual,Y,MR. MANUEL GARCIA
13778,11/12/1967,M,M,30000,1,Bachelors,Clerical,Y,MR. ROGER HUANG
13777,11/13/1967,M,M,30000,1,Bachelors,Clerical,Y,MR. MANUEL PEREZ
13776,2/13/1926,M,M,30000,1,Bachelors,Clerical,Y,MR. MIGUEL CARTER
13775,3/16/1967,S,F,10000,4,Partial High School,Manual,Y,MRS. PATRICIA SUBRAM
13774,7/11/1967,S,M,10000,3,Partial High School,Manual,Y,MR. STEVE GUO
13773,4/22/1967,M,F,10000,3,Partial High School,Manual,N,MRS. DANA BLANCO
13772,10/24/1968,M,F,40000,0,Bachelors,Clerical,Y,MS. MICHELE PEREZ
13771,12/24/1968,S,M,40000,0,Graduate Degree,Clerical,Y,MR. VICTOR MORENO
13770,7/26/1968,M,M,40000,0,Graduate Degree,Clerical,Y,MR. GERALD MORENO
13769,9/2/1968,M,M,40000,0,Graduate Degree,Clerical,Y,MR. BRENDAN KUMAR
13768,4/20/1968,M,M,40000,0,Graduate Degree,Clerical,Y,MR. ROSS MUNOZ
13767,11/16/1968,S,F,30000,1,Bachelors,Clerical,N,MRS. LINDA JIMENEZ
13766,2/4/1968,M,M,30000,1,Bachelors,Clerical,Y,MR. JOE GILL
13765,8/11/1968,M,M,30000,1,Bachelors,Clerical,Y,MR. JAIME SHEN
13764,6/17/1968,M,F,20000,1,Partial College,Manual,Y,MRS. STEPHANIE PARKER
13763,10/11/1959,S,F,60000,4,Graduate Degree,Skilled Manual,Y,MRS. STEPHANIE RICHARDSON
13762,2/21/1959,M,M,60000,4,Graduate Degree,Skilled Manual,Y,MR. GAVIN LONG
13761,9/2/1959,M,M,60000,4,Graduate Degree,Skilled Manual,N,MR. LOGAN POWELL
13760,6/24/1959,M,M,60000,4,Graduate Degree,Skilled Manual,N,MR. BRIAN COOPER
13759,7/17/1959,M,M,60000,4,Graduate Degree,Skilled Manual,Y,MR. JACKSON SCOTT
13758,5/22/1959,S,F,60000,4,Graduate Degree,Skilled Manual,Y,MRS. ALEXANDRIA BELL
13757,7/6/1959,S,F,60000,4,Graduate Degree,Skilled Manual,N,MRS. JORDYN GRIFFIN
13756,6/1/1959,S,F,60000,4,Graduate Degree,Skilled Manual,Y,MRS. KAYLEE YOUNG
13755,1/19/1959,S,M,60000,4,Graduate Degree,Skilled Manual,Y,MR. LUKE ROBERTS
13753,3/2/1958,S,F,80000,4,Graduate Degree,Skilled Manual,Y,MRS. REBECCA NICHOLLS
13752,3/12/1958,S,F,80000,4,Graduate Degree,Skilled Manual,Y,MRS. ISABELLA PARKER
13751,9/19/1958,S,F,80000,4,Graduate Degree,Skilled Manual,Y,MRS. ALLISON RIVERA
13750,6/3/1958,M,M,80000,4,Graduate Degree,Skilled Manual,N,MR. RAYMOND SAI
13749,9/22/1958,M,M,80000,4,Graduate Degree,Skilled Manual,Y,MR. JULIO ALONSO
13748,4/10/1958,M,M,80000,4,Graduate Degree,Skilled Manual,Y,MR. JOSÉ MARTINEZ
13747,10/11/1957,M,M,40000,1,Partial College,Clerical,Y,MR. BRIAN TORRES
13746,2/24/1957,M,F,40000,1,Partial College,Clerical,Y,MRS. JANELLE MADAN
13745,1/28/1957,M,M,40000,1,Partial College,Clerical,Y,MR. ANDREW ROBINSON
13744,10/12/1957,M,M,40000,1,Partial College,Clerical,Y,MR. ALVIN ANDERSEN
13743,10/22/1957,M,F,40000,1,Partial College,Clerical,Y,MRS. ISABELLA ANDERSON
13742,10/20/1957,M,M,40000,1,Partial College,Clerical,Y,MR. BENJAMIN ROSS
13741,10/19/1957,M,F,40000,1,Partial College,Clerical,Y,MRS. HALEY MORGAN
13740,10/7/1957,M,F,40000,1,Partial College,Clerical,Y,MRS. JADA RAMIREZ
13739,8/15/1956,M,M,40000,1,Partial College,Clerical,Y,MR. JASON COLEMAN
13738,3/25/1956,M,M,40000,1,Partial College,Clerical,Y,MR. JOSE YOUNG
13737,11/24/1956,M,M,40000,1,Partial College,Clerical,Y,MR. GARRETT SANDERS
13736,1/24/1956,M,M,40000,1,Partial College,Clerical,Y,MR. COLE RIVERA
13735,5/7/1956,M,M,40000,1,Partial College,Clerical,Y,MR. DENNIS GUO
13734,7/9/1956,M,F,40000,1,Partial College,Clerical,Y,MRS. KRISTI GONZALEZ
13733,9/21/1956,M,F,40000,1,Partial College,Clerical,Y,MRS. SYDNEY COLLINS
13732,4/8/1955,S,F,80000,5,Graduate Degree,Skilled Manual,Y,MRS. JULIAN ISLA
13731,4/18/1955,S,F,80000,5,Graduate Degree,Skilled Manual,Y,MRS. JAN JAMES
13730,12/25/1955,M,M,40000,1,Partial College,Clerical,Y,MR. WALTER SUAREZ
13729,10/10/1955,M,M,40000,1,Partial College,Clerical,Y,MR. JASON LI
13728,8/26/1955,M,F,40000,1,Partial College,Clerical,Y,MRS. TAYLOR STEWART
13727,4/8/1955,M,F,40000,1,Partial College,Clerical,Y,MRS. PAULA RUBIO
13726,7/4/1954,M,M,40000,1,Partial College,Clerical,Y,MR. AUSTIN LEWIS
13725,10/8/1954,M,M,40000,1,Partial College,Clerical,Y,MR. NATHAN HENDERSON
13724,2/11/1954,M,M,40000,1,Partial College,Clerical,Y,MR. CHARLES THOMPSON
13722,12/24/1954,M,M,30000,1,High School,Manual,Y,MR. LUKE CAMPBELL
13721,4/12/1954,S,M,20000,3,Partial High School,Clerical,Y,MR. LUCAS HOWARD
13720,9/19/1954,M,M,20000,3,Partial High School,Manual,N,MR. CAMERON JOHNSON
13719,11/27/1954,M,M,20000,2,Partial High School,Manual,N,MR. ISAAC CARTER
13718,8/24/1953,M,M,30000,1,Bachelors,Skilled Manual,Y,MR. MARCUS BARNES
13717,7/13/1953,M,F,30000,1,Bachelors,Skilled Manual,Y,MRS. AUDREY GILL
13716,6/13/1953,M,M,30000,1,Bachelors,Skilled Manual,Y,MR. BRANDON JAI
13715,6/25/1953,M,M,30000,1,Bachelors,Skilled Manual,Y,MR. EDUARDO SANCHEZ
13714,7/18/1953,M,F,20000,2,High School,Manual,N,MRS. AMANDA WARD
13713,2/6/1966,S,M,60000,0,Graduate Degree,Skilled Manual,N,MR. ALEXANDER WALKER
13712,7/2/1966,S,F,60000,0,Graduate Degree,Skilled Manual,Y,MS. NANCY MARTINEZ
13711,8/1/1966,S,M,60000,0,Graduate Degree,Skilled Manual,N,MR. THOMAS MITCHELL
13710,7/14/1966,S,F,60000,0,Graduate Degree,Skilled Manual,Y,MS. DESTINY HARRIS
13709,8/14/1966,S,M,60000,0,Graduate Degree,Skilled Manual,N,MR. ZACHARY ROBINSON
13708,4/3/1966,S,F,60000,0,Graduate Degree,Skilled Manual,N,MS. JENNIFER BENNETT
13707,11/19/1975,M,M,40000,4,Partial College,Clerical,N,MR. AUSTIN SMITH
13706,6/16/1975,S,F,40000,3,Partial College,Clerical,Y,MRS. KAITLYN PETERSON
13705,8/12/1974,S,M,30000,0,Graduate Degree,Skilled Manual,Y,MR. BLAKE MITCHELL
13704,9/10/1974,S,F,30000,0,Graduate Degree,Skilled Manual,Y,MS. VICTORIA DAVIS
13703,6/4/1974,S,F,30000,0,Graduate Degree,Skilled Manual,Y,MS. MACKENZIE SANDERS
13702,6/16/1974,S,F,40000,3,Partial College,Clerical,Y,MRS. JESSIE SUAREZ
13701,11/23/1974,S,F,40000,3,Partial College,Clerical,Y,MRS. HALEY SCOTT
13700,3/3/1975,S,M,40000,3,Partial College,Clerical,Y,MR. EVAN HOWARD
13699,1/22/1975,S,F,40000,3,Partial College,Clerical,Y,MRS. RACHEL ALEXANDER
13698,10/2/1970,S,F,40000,2,Partial College,Clerical,Y,MRS. CATHERINE SANCHEZ
13697,6/24/1971,S,M,40000,2,Partial College,Clerical,Y,MR. JÉSUS MUNOZ
13696,11/15/1971,S,F,40000,2,Partial College,Clerical,Y,MRS. KATHERINE EDWARDS
13695,4/23/1971,S,M,30000,0,High School,Manual,N,MR. CHRISTIAN CLARK
13694,12/14/1971,S,F,30000,0,High School,Manual,Y,MS. SAVANNAH GRAY
13693,2/6/1971,S,M,20000,0,Partial High School,Manual,N,MR. DOMINIC GONZALEZ
13692,10/21/1972,M,M,40000,2,Partial College,Clerical,N,MR. CURTIS LI
13691,10/22/1972,S,F,40000,2,Partial College,Clerical,Y,MRS. ARIANA BAILEY
13690,2/17/1972,S,F,20000,0,Partial High School,Manual,N,MS. CLAUDIA GAO
13689,4/21/1973,S,F,50000,0,Graduate Degree,Skilled Manual,N,MS. TERESA RAMOS
13688,6/19/1973,S,M,50000,0,Graduate Degree,Skilled Manual,N,MR. RUBEN SANCHEZ
13687,8/18/1973,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. MARIO XIE
13686,10/14/1973,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. PETER JAI
13685,2/16/1973,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. BRIANA TORRES
13684,5/14/1972,S,M,10000,0,Partial High School,Manual,N,MR. FRANCIS DOMINGUEZ
13683,12/3/1973,S,F,30000,0,High School,Manual,N,MS. SHEILA TORRES
13682,4/25/1973,S,M,30000,0,High School,Manual,N,MR. FERNANDO LOPEZ
13681,11/18/1973,S,M,30000,0,High School,Manual,Y,MR. ADAM HALL
13680,11/17/1974,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. JAN WATSON
13679,2/3/1974,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. SANDRA LI
13678,6/25/1974,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. WARREN GOEL
13677,3/28/1978,S,F,30000,0,High School,Manual,N,MS. BRIAN ALBRECHT
13676,7/17/1980,M,M,20000,0,Partial High School,Manual,N,MR. GEORGE KAPOOR
13675,4/9/1980,S,M,20000,0,Partial High School,Manual,N,MR. STANLEY SAI
13674,1/13/1980,S,M,20000,0,Partial High School,Manual,Y,MR. DREW SHEN
13673,11/13/1980,S,F,20000,0,Partial High School,Manual,N,MS. SANDRA HE
13672,6/7/1980,S,M,20000,0,Partial High School,Manual,N,MR. BENJAMIN DAVIS
